ID,Gene title,Gene symbol,Platform_ORF
5107,putative serine hydrolase,FSH1,YHR049W
5108,GTPase-activating protein CIN2,CIN2,YPL241C
5109,hypothetical protein,YGR026W,YGR026W
5110,thioredoxin peroxidase PRX1,PRX1,YBL064C
5111,tRNA guanylyltransferase,THG1,YGR024C
5112,Mer1p,MER1,YNL210W
5113,Yih1p,YIH1,YCR059C
5114,Efm4p,EFM4,YIL064W
5115,Cbc2p,CBC2,YPL178W
5116,hypothetical protein,YNL190W,YNL190W
5117,Nmd4p,NMD4,YLR363C
5118,Met32p,MET32,YDR253C
5119,Kei1p,KEI1,YDR367W
5120,Pba1p,PBA1,YLR199C
5121,Svp26p,SVP26,YHR181W
5122,Nop6p,NOP6,YDL213C
5123,Srb2p,SRB2,YHR041C
5124,hypothetical protein,YPL257W,YPL257W
5125,Loh1p,LOH1,YJL038C
5126,Add37p,ADD37,YMR184W
5127,phosphoglycerate mutase,YOR283W,YOR283W
5128,Rim8p,RIM8,YGL045W
5129,Cis3p,CIS3,YJL158C
5130,5-formyltetrahydrofolate cyclo-ligase,FAU1,YER183C
5131,ribosomal 60S subunit protein L9A,RPL9A,YGL147C
5132,spindle checkpoint protein MAD2,MAD2,YJL030W
5133,Nrg2p,NRG2,YBR066C
5134,rRNA-binding ribosome biosynthesis protein NOP15,NOP15,YNL110C
5135,orotate phosphoribosyltransferase URA5,URA5,YML106W
5137,mitochondrial 37S ribosomal protein RSM10,RSM10,YDR041W
5138,adenylyl-sulfate kinase,MET14,YKL001C
5139,L-methionine (R)-S-oxide reductase,YKL069W,YKL069W
5140,hypothetical protein,YGL230C,YGL230C
5141,Snl1p,SNL1,YIL016W
5142,Fyv7p,FYV7,YLR068W
5143,E2 ubiquitin-conjugating protein UBC7,UBC7,YMR022W
5144,Swm1p,SWM1,YDR260C
5145,Spc19p,SPC19,YDR201W
5146,anaphase promoting complex subunit 11,APC11,YDL008W
5147,ribosomal 60S subunit protein L11B,RPL11B,YGR085C
5148,Irc23p,IRC23,YOR044W
5149,cytochrome c oxidase subunit Va,COX5A,YNL052W
5150,mediator complex subunit NUT2,NUT2,YPR168W
5151,"3-hydroxyanthranilate 3,4-dioxygenase",BNA1,YJR025C
5152,tyrosine protein phosphatase LTP1,LTP1,YPR073C
5153,Snt309p,SNT309,YPR101W
5154,Tif11p,TIF11,YMR260C
5155,cyclin-dependent protein kinase regulatory subunit CKS1,CKS1,YBR135W
5156,Vps51p,VPS51,YKR020W
5157,acireductone dioxygenase (Ni2+-requiring),ADI1,YMR009W
5158,,,YCR006C
5159,Rgi2p,RGI2,YIL057C
5160,Mlc2p,MLC2,YPR188C
5161,Csm4p,CSM4,YPL200W
5162,Chz1p,CHZ1,YER030W
5163,Hot13p,HOT13,YKL084W
5164,anaphase promoting complex subunit CDC26,CDC26,YFR036W
5165,mitochondrial 37S ribosomal protein MRPS16,MRPS16,YPL013C
5166,,,YNL303W
5167,Aim1p,AIM1,YAL046C
5168,,,YOR235W
5169,mitochondrial 54S ribosomal protein IMG2,IMG2,YCR071C
5170,hypothetical protein,YIL165C,YIL165C
5171,Ste18p,STE18,YJR086W
5172,,,YCR022C
5173,hypothetical protein,YJR085C,YJR085C
5174,,,YGR182C
5175,U2 snRNP complex subunit MSL1,MSL1,YIR009W
5176,hypothetical protein,YLR012C,YLR012C
5177,Mzm1p,MZM1,YDR493W
5179,ribosomal 40S subunit protein S10B,RPS10B,YMR230W
5181,dithiol glutaredoxin GRX1,GRX1,YCL035C
5182,mitochondrial 37S ribosomal protein MRP2,MRP2,YPR166C
5183,Pet191p,PET191,YJR034W
5184,Spg4p,SPG4,YMR107W
5185,,,YOR015W
5186,,,YHR130C
5187,Uip4p,UIP4,YPL186C
5188,putative tyrosine protein phosphatase OCA1,OCA1,YNL099C
5189,Prp21p,PRP21,YJL203W
5190,Nbp1p,NBP1,YLR457C
5191,ubiquitin-protein ligase peroxin 2,PEX2,YJL210W
5192,Par32p,PAR32,YDL173W
5193,putative serine/threonine protein kinase PTK1,PTK1,YKL198C
5194,Swd3p,SWD3,YBR175W
5195,Rei1p,REI1,YBR267W
5196,nicotinamide-nucleotide adenylyltransferase NMA2,NMA2,YGR010W
5197,Pin2p,PIN2,YOR104W
5198,Lsb1p,LSB1,YGR136W
5199,ribosome biosynthesis protein RRP14,RRP14,YKL082C
5200,Abp140p,ABP140,YOR239W
5201,4-hydroxybenzoate octaprenyltransferase,COQ2,YNR041C
5202,DNA-binding protein ABF1,ABF1,YKL112W
5203,Ist1p,IST1,YNL265C
5204,mitochondrial 37S ribosomal protein RSM7,RSM7,YJR113C
5205,DNA-directed RNA polymerase III subunit C53,RPC53,YDL150W
5206,Mid2p,MID2,YLR332W
5207,RNA-binding signal recognition particle subunit SRP54,SRP54,YPR088C
5208,mitochondrial 54S ribosomal protein YmL9,MRPL9,YGR220C
5209,transcriptional repressor WHI5,WHI5,YOR083W
5210,,,YMR135W-A
5211,fluoride transporter,FEX1,YOR390W
5212,aldehyde dehydrogenase (NAD(+)) ALD3,ALD3,YMR169C
5213,Tho2p,THO2,YNL139C
5214,ribosomal 40S subunit protein S0A,RPS0A,YGR214W
5215,ribosomal 40S subunit protein S6A,RPS6A,YPL090C
5216,Vel1p,VEL1,YGL258W
5217,alpha-glucoside permease,MPH3,YJR160C
5218,hexose transporter HXT17,HXT17,YNR072W
5219,ribosomal 40S subunit protein S4B,RPS4B,YHR203C
5220,Mob2p,MOB2,YFL035C
5221,ribosomal 40S subunit protein S6B,RPS6B,YBR181C
5222,ribosomal 40S subunit protein S8B,RPS8B,YER102W
5224,L-iditol 2-dehydrogenase SOR1,SOR1,YJR159W
5225,hypothetical protein,YHL049C,YHL049C
5226,hypothetical protein,YEL076C,YEL076C
5227,glutathione-independent methylglyoxalase family protein,HSP33,YOR391C
5228,cyanamide hydratase,DDI3,YNL335W
5229,gag protein,YJR026W,YJR026W
5230,Y' element ATP-dependent helicase,YLL067C,YLL067C
5231,,,YLR338W
5232,DUP240 family protein MST27,MST27,YGL051W
5233,ribosomal 60S subunit protein L15A,RPL15A,YLR029C
5234,,,YCR013C
5235,,,YDL016C
5236,,,YGR022C
5237,,,YOR379C
5238,ribosomal 40S subunit protein S25B,RPS25B,YLR333C
5239,ribosomal 40S subunit protein S10A,RPS10A,YOR293W
5240,,,YLR101C
5241,hypothetical protein,YLR415C,YLR415C
5242,,,YOR277C
5244,,,YOR248W
5245,,,YMR158W-A
5246,hypothetical protein,YCR050C,YCR050C
5247,Coa6p,COA6,YMR244C-A
5249,hypothetical protein,YPR203W,YPR203W
5250,,,YJL188C
5251,,,YJL022W
5252,,,YDL032W
5253,,,YOL106W
5254,hypothetical protein,YMR316C-A,YMR316C-A
5255,,,YGL132W
5256,,,YOR225W
5258,ribosomal 60S subunit protein L36A,RPL36A,YMR194W
5292,Pds5p,PDS5,YMR076C
5294,ATP-binding cassette transporter YOR1,YOR1,YGR281W
5295,gag-pol fusion protein,YBL005W-B,YBL005W-B
5296,Kre5p,KRE5,YOR336W
5297,Ctr9p,CTR9,YOL145C
5298,coatomer subunit alpha,COP1,YDL145C
5300,glutamate synthase (NADH),GLT1,YDL171C
5301,gag-pol fusion protein,YMR045C,YMR045C
5302,Ecm5p,ECM5,YMR176W
5303,putative acid anhydride hydrolase,YPK9,YOR291W
5304,protein kinase MEC1,MEC1,YBR136W
5305,myosin 1,MYO1,YHR023W
5306,ATP-binding cassette multidrug transporter PDR12,PDR12,YPL058C
5307,Esl2p,ESL2,YKR096W
5308,Atg26p,ATG26,YLR189C
5309,Y' element ATP-dependent helicase,YEL077C,YEL077C
5310,Lam1p,LAM1,YHR155W
5311,aminophospholipid-translocating P4-type ATPase DNF3,DNF3,YMR162C
5312,Na(+)-exporting P-type ATPase ENA2,ENA2,YDR039C
5313,ubiquitin-specific protease UBP15,UBP15,YMR304W
5314,1-phosphatidylinositol 4-kinase STT4,STT4,YLR305C
5315,Rho family guanine nucleotide exchange factor ROM1,ROM1,YGR070W
5316,proline--tRNA ligase,YHR020W,YHR020W
5317,tyrosine/serine/threonine protein phosphatase MSG5,MSG5,YNL053W
5318,Avt1p,AVT1,YJR001W
5319,Hms2p,HMS2,YJR147W
5320,Syg1p,SYG1,YIL047C
5321,Mmt1p,MMT1,YMR177W
5322,putative AAA family ATPase RIX7,RIX7,YLL034C
5323,asparagine synthase (glutamine-hydrolyzing) 1,ASN1,YPR145W
5325,Ctf3p,CTF3,YLR381W
5326,tRNA threonylcarbamoyladenosine dehydratase,TCD2,YKL027W
5327,PAQR-type receptor,IZH2,YOL002C
5328,phosphatidylinositol transporter,PDR17,YNL264C
5329,Hsm3p,HSM3,YBR272C
5330,hypothetical protein,YBR287W,YBR287W
5331,mannosylinositol phosphorylceramide synthase catalytic subunit SUR1,SUR1,YPL057C
5332,DNA-binding transcription factor ACE2,ACE2,YLR131C
5333,phospholipid-translocating ATPase RSB1,RSB1,YOR049C
5334,Nop53p,NOP53,YPL146C
5335,rRNA-processing protein SOF1,SOF1,YLL011W
5336,hypothetical protein,YDL211C,YDL211C
5338,Sla2p,SLA2,YNL243W
5339,Mfg1p,MFG1,YDL233W
5340,lysine--tRNA ligase KRS1,KRS1,YDR037W
5341,fatty acid synthase CEM1,CEM1,YER061C
5342,Aqr1p,AQR1,YNL065W
5343,Asa1p,ASA1,YPR085C
5344,Mtc4p,MTC4,YBR255W
5345,pyruvate dehydrogenase (acetyl-transferring) subunit E1 beta,PDB1,YBR221C
5346,nitrogen permease regulating protein NPR2,NPR2,YEL062W
5347,alpha-glucoside permease,MAL11,YGR289C
5348,Nfs1p,NFS1,YCL017C
5349,Ccz1p,CCZ1,YBR131W
5350,E3 ubiquitin-protein ligase HEL2,HEL2,YDR266C
5351,SF3a splicing factor complex subunit PRP9,PRP9,YDL030W
5352,RSC subunit protein RSC1,RSC1,YGR056W
5353,Rfx1p,RFX1,YLR176C
5354,ribosomal lysine N-methyltransferase,RKM4,YDR257C
5355,mannose-1-phosphate guanylyltransferase,PSA1,YDL055C
5356,phosphatidylinositol 4-phosphate-binding protein,GGA2,YHR108W
5357,Shy1p,SHY1,YGR112W
5358,oligopeptide transporter OPT1,OPT1,YJL212C
5359,Vba1p,VBA1,YMR088C
5360,thiamine thiazole synthase,THI4,YGR144W
5361,DNA ligase (ATP) CDC9,CDC9,YDL164C
5362,ornithine decarboxylase SPE1,SPE1,YKL184W
5363,Nel1p,NEL1,YHR035W
5364,ADP/ATP carrier protein AAC3,AAC3,YBR085W
5365,ribonuclease P/MRP protein subunit POP1,POP1,YNL221C
5366,U6 snRNP complex subunit PRP24,PRP24,YMR268C
5367,siderophore transporter,ARN2,YHL047C
5368,putative cysteine synthase,YGR012W,YGR012W
5369,Srf1p,SRF1,YDL133W
5370,Utp5p,UTP5,YDR398W
5371,hypothetical protein,YPL260W,YPL260W
5372,dynein light intermediate chain,DYN3,YMR299C
5373,amino acid permease GAP1,GAP1,YKR039W
5374,glucose-induced degradation complex subunit VID28,VID28,YIL017C
5375,Ies1p,IES1,YFL013C
5376,peptidylprolyl isomerase RRD1,RRD1,YIL153W
5377,hypothetical protein,YDR089W,YDR089W
5378,dynamin-like GTPase SEY1,SEY1,YOR165W
5379,hydroxymethylglutaryl-CoA synthase,ERG13,YML126C
5381,Tel2p,TEL2,YGR099W
5382,"alpha-1,2-mannosyltransferase MNN5",MNN5,YJL186W
5383,medium-chain fatty acid-CoA ligase FAA2,FAA2,YER015W
5384,Rdr1p,RDR1,YOR380W
5385,hypothetical protein,YMR155W,YMR155W
5386,"glucan 1,3-beta-glucosidase",EXG1,YLR300W
5387,Hsv2p,HSV2,YGR223C
5388,trifunctional histidinol dehydrogenase/phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase,HIS4,YCL030C
5389,Inp2p,INP2,YMR163C
5390,high-affinity iron permease FTR1,FTR1,YER145C
5391,DNA-binding transcription factor CRZ1,CRZ1,YNL027W
5392,septin CDC11,CDC11,YJR076C
5394,chaperonin-containing T-complex alpha subunit TCP1,TCP1,YDR212W
5395,hypothetical protein,YNL095C,YNL095C
5396,rhomboid protease PCP1,PCP1,YGR101W
5397,serine/threonine protein kinase CLA4,CLA4,YNL298W
5398,Smc5-Smc6 complex subunit NSE1,NSE1,YLR007W
5399,Mrl1p,MRL1,YPR079W
5400,Lif1p,LIF1,YGL090W
5401,NuA4 histone acetyltransferase complex catalytic subunit ESA1,ESA1,YOR244W
5402,trifunctional formate-tetrahydrofolate ligase/methenyltetrahydrofolate cyclohydrolase/methylenetetrahydrofolate dehydrogenase ADE3,ADE3,YGR204W
5403,ubiquitin-protein ligase PSH1,PSH1,YOL054W
5405,DNA-directed RNA polymerase III subunit C82,RPC82,YPR190C
5406,4-aminobutyrate transaminase,UGA1,YGR019W
5407,Hda3p,HDA3,YPR179C
5408,alkaline-responsive transcriptional regulator RIM101,RIM101,YHL027W
5409,Rds2p,RDS2,YPL133C
5410,Sur7p,SUR7,YML052W
5411,Apl3p,APL3,YBL037W
5412,Mrx10p,MRX10,YDR282C
5413,Ioc4p,IOC4,YMR044W
5414,RNA-dependent ATPase RRP3,RRP3,YHR065C
5415,fumarate reductase,FRD1,YEL047C
5416,Azf1p,AZF1,YOR113W
5417,acetyl-CoA C-acyltransferase,POT1,YIL160C
5418,aldehyde dehydrogenase (NAD(P)(+)) ALD5,ALD5,YER073W
5419,fatty acid alpha-hydroxylase,SCS7,YMR272C
5420,hypothetical protein,YJL132W,YJL132W
5421,RNA export factor GLE2,GLE2,YER107C
5422,Spp1p,SPP1,YPL138C
5423,Kha1p,KHA1,YJL094C
5424,Pef1p,PEF1,YGR058W
5425,adenosylmethionine decarboxylase SPE2,SPE2,YOL052C
5426,3'-5' poly(A) RNA exonuclease,NGL3,YML118W
5428,Arr3p,ARR3,YPR201W
5429,Mia40p,MIA40,YKL195W
5431,2-isopropylmalate synthase LEU9,LEU9,YOR108W
5432,m-AAA protease subunit YTA12,YTA12,YMR089C
5433,2-dehydropantoate 2-reductase PAN5,PAN5,YHR063C
5434,Snf5p,SNF5,YBR289W
5435,uracil-DNA glycosylase,UNG1,YML021C
5436,homoserine kinase,THR1,YHR025W
5437,Ant1p,ANT1,YPR128C
5438,putative metalloendopeptidase,YIL108W,YIL108W
5439,signal recognition particle subunit SRP72,SRP72,YPL210C
5440,actin-related protein 3,ARP3,YJR065C
5441,Chl1p,CHL1,YPL008W
5442,Mef2p,MEF2,YJL102W
5443,Sds24p,SDS24,YBR214W
5444,Iba57p,IBA57,YJR122W
5445,uroporphyrinogen decarboxylase HEM12,HEM12,YDR047W
5446,transcription factor TFIIE subunit TFA1,TFA1,YKL028W
5448,aspartic endopeptidase,YPF1,YKL100C
5449,"ditrans,polycis-polyprenyl diphosphate synthase",NUS1,YDL193W
5450,S-methylmethionine permease MMP1,MMP1,YLL061W
5452,SAGA complex subunit SPT8,SPT8,YLR055C
5453,condensin subunit BRN1,BRN1,YBL097W
5454,Ntr2p,NTR2,YKR022C
5455,mitochondrial 54S ribosomal protein YmL35,MRPL35,YDR322W
5456,Atg23p,ATG23,YLR431C
5457,Cbs2p,CBS2,YDR197W
5458,Pet111p,PET111,YMR257C
5459,Qdr3p,QDR3,YBR043C
5460,Erv46p,ERV46,YAL042W
5461,GTP-Rho binding exocyst subunit EXO70,EXO70,YJL085W
5462,dolichyl-phosphate-mannose-protein mannosyltransferase PMT3,PMT3,YOR321W
5463,hypothetical protein,YLR108C,YLR108C
5464,Mss2p,MSS2,YDL107W
5465,U5 snRNP GTPase SNU114,SNU114,YKL173W
5466,protein farnesyltransferase,RAM1,YDL090C
5468,Gyp5p,GYP5,YPL249C
5469,Avt4p,AVT4,YNL101W
5470,Snu56p,SNU56,YDR240C
5471,Osw2p,OSW2,YLR054C
5472,aspartate-semialdehyde dehydrogenase,HOM2,YDR158W
5473,Clf1p,CLF1,YLR117C
5474,Ame1p,AME1,YBR211C
5475,protein translocase subunit TIM50,TIM50,YPL063W
5476,putative AAA family ATPase GCN20,GCN20,YFR009W
5477,alpha-tubulin TUB1,TUB1,YML085C
5478,centromere-binding protein CNN1,CNN1,YFR046C
5479,D-arabinose 1-dehydrogenase (NAD(P)(+)) ARA2,ARA2,YMR041C
5480,aminophospholipid translocase regulatory protein CDC50,CDC50,YCR094W
5483,Tda7p,TDA7,YNL176C
5484,Hym1p,HYM1,YKL189W
5485,Ert1p,ERT1,YBR239C
5486,Atg7p,ATG7,YHR171W
5487,mRNA-binding protein,HRB1,YNL004W
5488,histone acetyltransferase NGG1,NGG1,YDR176W
5489,histone deacetylase HDA1,HDA1,YNL021W
5490,acetate--CoA ligase ACS2,ACS2,YLR153C
5491,Vac17p,VAC17,YCL063W
5492,MIND complex subunit DSN1,DSN1,YIR010W
5493,replication factor C subunit 3,RFC3,YNL290W
5495,"phosphatidylinositol 4,5-bisphosphate-binding protein",SLM2,YNL047C
5496,stress-responsive transcriptional activator MSN2,MSN2,YMR037C
5497,TRAMP complex RNA-binding subunit,AIR2,YDL175C
5498,NADH/NAD(+) kinase,UTR1,YJR049C
5499,Slg1p,SLG1,YOR008C
5500,cyclin-dependent protein kinase-activating kinase CAK1,CAK1,YFL029C
5501,Dsl1p,DSL1,YNL258C
5502,"dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichol alpha-1,6-mannosyltransferase",ALG12,YNR030W
5503,hypothetical protein,YDR186C,YDR186C
5504,polynucleotide 5'-hydroxyl-kinase,GRC3,YLL035W
5505,"alpha-1,2-mannosyltransferase KTR1",KTR1,YOR099W
5507,serine/threonine protein kinase FPK1,FPK1,YNR047W
5508,hypothetical protein,YGR127W,YGR127W
5509,acylglycerol lipase,YJU3,YKL094W
5511,Atg3p,ATG3,YNR007C
5512,putative monooxygenase CAT5,CAT5,YOR125C
5513,Fzf1p,FZF1,YGL254W
5514,Age2p,AGE2,YIL044C
5515,inorganic diphosphatase PPA2,PPA2,YMR267W
5516,mitochondrial 37S ribosomal protein MRPS5,MRPS5,YBR251W
5517,GET complex subunit GET2,GET2,YER083C
5518,TRAPP subunit TRS31,TRS31,YDR472W
5519,Sut1p,SUT1,YGL162W
5520,pheromone-regulated protein PRM5,PRM5,YIL117C
5521,tRNA (guanine(9)-N(1))-methyltransferase,TRM10,YOL093W
5522,GTPase-activating protein SEC13,SEC13,YLR208W
5523,sterol-binding protein,PRY1,YJL079C
5524,mitochondrial 54S ribosomal protein YmL40,MRPL40,YPL173W
5525,inositol monophosphate 1-phosphatase INM2,INM2,YDR287W
5526,Mir1p,MIR1,YJR077C
5527,Fig1p,FIG1,YBR040W
5528,Cu-binding protein SCO1,SCO1,YBR037C
5529,hypothetical protein,YLL056C,YLL056C
5530,Erj5p,ERJ5,YFR041C
5531,peptidylprolyl isomerase family protein CPR8,CPR8,YNR028W
5532,Thp2p,THP2,YHR167W
5533,Nem1-Spo7 phosphatase regulatory subunit SPO7,SPO7,YAL009W
5534,Emc3p,EMC3,YKL207W
5535,Pex11p,PEX11,YOL147C
5536,sepiapterin reductase family protein,YIR035C,YIR035C
5538,putative metalloprotease,ATP23,YNR020C
5539,mitochondrial 37S ribosomal protein RSM25,RSM25,YIL093C
5540,high-affinity Cu transporter CTR3,CTR3,YLR411W
5541,U2-type spliceosomal complex subunit CWC24,CWC24,YLR323C
5542,bis(5'-adenosyl)-triphosphatase,HNT2,YDR305C
5543,Fmp10p,FMP10,YER182W
5544,Zps1p,ZPS1,YOL154W
5545,putative protein-lysine N-methyltransferase,EFM6,YNL024C
5546,copper chaperone CCS1,CCS1,YMR038C
5547,putative acireductone synthase UTR4,UTR4,YEL038W
5548,Mob1p,MOB1,YIL106W
5549,Fmp52p,FMP52,YER004W
5550,Fub1p,FUB1,YCR076C
5551,Yap5p,YAP5,YIR018W
5552,DNA-directed RNA polymerase core subunit RPB5,RPB5,YBR154C
5553,glycerol-1-phosphatase HOR2,GPP2,YER062C
5554,rRNA-binding ribosome biosynthesis protein UTP23,UTP23,YOR004W
5555,Tim21p,TIM21,YGR033C
5556,mitochondrial 37S ribosomal protein RSM18,RSM18,YER050C
5557,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,PIS1,YPR113W
5558,Pex17p,PEX17,YNL214W
5559,Vfa1p,VFA1,YER128W
5560,flavodoxin-like fold family protein,RFS1,YBR052C
5561,thioredoxin peroxidase TSA1,TSA1,YML028W
5562,Rad10p,RAD10,YML095C
5563,Rab family GTPase YPT53,YPT53,YNL093W
5564,Mrx11p,MRX11,YPL041C
5565,bifunctional thymidylate/uridylate kinase,CDC8,YJR057W
5566,Pop3p,POP3,YNL282W
5567,DNA-binding protein ABF2,ABF2,YMR072W
5568,Ypt35p,YPT35,YHR105W
5569,Pet18p,PET18,YCR020C
5570,Ecl1p,ECL1,YGR146C
5571,Aim41p,AIM41,YOR215C
5572,hypothetical protein,YPL229W,YPL229W
5573,tubulin-binding prefolding complex subunit PAC10,PAC10,YGR078C
5574,hypothetical protein,YNR014W,YNR014W
5575,Pml1p,PML1,YLR016C
5576,Rcr1p,RCR1,YBR005W
5577,hypothetical protein,YOL162W,YOL162W
5578,Fmp32p,FMP32,YFL046W
5579,peptide-methionine-S-sulfoxide reductase,MXR1,YER042W
5580,Slm4p,SLM4,YBR077C
5581,Elf1p,ELF1,YKL160W
5582,iron-binding protein ISU1,ISU1,YPL135W
5583,,,YKL066W
5584,hypothetical protein,YBR285W,YBR285W
5585,,,YCR025C
5586,signal peptidase complex catalytic subunit SEC11,SEC11,YIR022W
5587,ribosomal 40S subunit protein S12,RPS12,YOR369C
5589,protein transporter TIM17,TIM17,YJL143W
5590,Coa4p,COA4,YLR218C
5591,hypothetical protein,YIL029C,YIL029C
5592,centrin,CDC31,YOR257W
5593,histone acetyltransferase,HPA2,YPR193C
5594,Hap3p,HAP3,YBL021C
5595,hypothetical protein,YPR153W,YPR153W
5596,U2 snRNP complex subunit IST3,IST3,YIR005W
5597,Egd1p,EGD1,YPL037C
5598,glutathione peroxidase GPX2,GPX2,YBR244W
5600,translation elongation factor eIF-5A,HYP2,YEL034W
5601,Efg1p,EFG1,YGR272C
5602,DNA-directed RNA polymerase core subunit RPB8,RPB8,YOR224C
5603,negative cofactor 2 transcription regulator complex subunit BUR6,BUR6,YER159C
5604,F1F0 ATP synthase subunit g,ATP20,YPR020W
5605,,,YGR269W
5606,Eaf6p,EAF6,YJR082C
5607,,,YDR525W
5608,mitochondrial 54S ribosomal protein YmL37,MRPL37,YBR268W
5609,,,YOR318C
5610,,,YGR051C
5611,Rnh203p,RNH203,YLR154C
5612,,,YOR314W
5613,,,YPR195C
5614,,,YCL006C
5615,Ics2p,ICS2,YBR157C
5616,,,YMR086C-A
5617,Rrn10p,RRN10,YBL025W
5618,,,YDR010C
5619,F1F0 ATP synthase subunit e,TIM11,YDR322C-A
5620,,,YJL135W
5621,,,YAR047C
5622,hypothetical protein,YBR062C,YBR062C
5623,hypothetical protein,YIL102C,YIL102C
5624,,,YEL059W
5625,hypothetical protein,YJL028W,YJL028W
5626,Fyv12p,FYV12,YOR183W
5627,ribosomal 40S subunit protein S25A,RPS25A,YGR027C
5628,Lhp1p,LHP1,YDL051W
5629,hypothetical protein,YJL118W,YJL118W
5630,Mpp6p,MPP6,YNR024W
5631,,,YGL052W
5633,putative maltose-responsive transcription factor,YPR196W,YPR196W
5634,putative 3'-5' exonuclease,REX4,YOL080C
5635,F1F0 ATP synthase subunit h,ATP14,YLR295C
5636,,,YJL150W
5637,phosphoglycerate mutase GPM1,GPM1,YKL152C
5638,,,YPL185W
5639,,,YJR038C
5640,ethanol metabolism protein,SYM1,YLR251W
5641,Rho family GTPase CDC42,CDC42,YLR229C
5642,Lcl2p,LCL2,YLR104W
5644,,,YER066C-A
5645,,,YMR304C-A
5646,basic amino acid transporter,VBA5,YKR105C
5647,,,YER119C-A
5648,,,YBR134W
5649,,,YEL074W
5650,,,YOR203W
5651,,,YML090W
5652,,,YDR413C
5653,,,YEL076W-C
5654,ribosomal 40S subunit protein S7B,RPS7B,YNL096C
5655,,,YDL172C
5656,,,YDR433W
5657,,,YGL214W
5658,hypothetical protein,YHR214W,YHR214W
5660,,,YNL109W
5662,,,YHR214W-A
5663,seripauperin PAU21,PAU21,YOR394W
5664,pseudo,YAR061W,YAR062W
5665,,,YKL083W
5666,,,YKL153W
5667,ribosomal 60S subunit protein L21A,RPL21A,YBR191W
5668,,,YCR087W
5669,ribosomal 60S subunit protein L14B,RPL14B,YHL001W
5670,hypothetical protein,YHR213W,YHR213W
5671,hypothetical protein,YCL068C,YCL068C
5672,,,YBR300C
5673,,,YPR136C
5674,,,YNL105W
5675,hypothetical protein,YFL068W,YFL068W
5676,ribosomal 40S subunit protein S27A,RPS27A,YKL156W
5677,F1F0 ATP synthase subunit epsilon,ATP15,YPL271W
5678,Tma7p,TMA7,YLR262C-A
5679,,,YGL188C
5680,14-3-3 family protein BMH1,BMH1,YER177W
5682,translocon subunit SSS1,SSS1,YDR086C
5683,,,YGR291C
5684,Ysy6p,YSY6,YBR162W-A
5685,,,YKL162C-A
5686,,,YIL080W
5688,copper metallochaperone ATX1,ATX1,YNL259C
5689,pseudo,CRS5,YOR031W
5691,Nce101p,NCE101,YJL206C-A
5692,,,YDR199W
5694,,,YBR144C
5695,Cox14p,COX14,YML129C
5696,ribosomal 60S subunit protein L29,RPL29,YFR032C-A
5697,proteolipid ATPase,PMP1,YCR024C-A
5698,hypothetical protein,YJR079W,YJR079W
5733,cation-transporting P-type ATPase PCA1,PCA1,YBR295W
5734,hypothetical protein,YMR196W,YMR196W
5735,Bud2p,BUD2,YKL092C
5736,cohesin subunit SMC3,SMC3,YJL074C
5737,ATP-binding cassette multidrug transporter PDR18,PDR18,YNR070W
5738,ATP-binding cassette glutathione S-conjugate transporter YCF1,YCF1,YDR135C
5739,SCF ubiquitin ligase complex subunit GRR1,GRR1,YJR090C
5740,TORC2 complex subunit TSC11,TSC11,YER093C
5741,Urb1p,URB1,YKL014C
5742,GTPase RIA1,RIA1,YNL163C
5743,phosphatidylserine decarboxylase 2,PSD2,YGR170W
5744,putative ubiquitin-specific protease UBP12,UBP12,YJL197W
5745,Sap190p,SAP190,YKR028W
5746,DEAH-box ATP-dependent RNA helicase PRP22,PRP22,YER013W
5747,Pho81p,PHO81,YGR233C
5748,ubiquitin-binding serine/threonine protein kinase VPS15,VPS15,YBR097W
5750,Utp20p,UTP20,YBL004W
5751,Mlp2p,MLP2,YIL149C
5752,gag-pol fusion protein,YML045W,YML045W
5753,ATP-dependent RNA helicase ECM16,ECM16,YMR128W
5754,Tof1p,TOF1,YNL273W
5756,ATP-binding cassette alpha-factor transporter STE6,STE6,YKL209C
5757,Spo11p,SPO11,YHL022C
5758,1-phosphatidylinositol-3-phosphate 5-kinase,FAB1,YFR019W
5759,D-lactate dehydrogenase,DLD3,YEL071W
5760,Swc3p,SWC3,YAL011W
5761,Scd5p,SCD5,YOR329C
5762,putative Mg(2+) transporter MNR2,MNR2,YKL064W
5763,B-type cyclin CLB4,CLB4,YLR210W
5764,branched-chain-amino-acid transaminase BAT2,BAT2,YJR148W
5765,hypothetical protein,YKL222C,YKL222C
5766,ribosome biosynthesis protein KRR1,KRR1,YCL059C
5767,Rad61p,RAD61,YDR014W
5768,glycylpeptide N-tetradecanoyltransferase NMT1,NMT1,YLR195C
5769,aldose 1-epimerase superfamily protein,YNR071C,YNR071C
5770,phosphomevalonate kinase,ERG8,YMR220W
5771,putative ferric-chelate reductase,FRE5,YOR384W
5772,Dit1p,DIT1,YDR403W
5773,Gts1p,GTS1,YGL181W
5774,ATP-binding cassette Fe/S cluster precursor transporter ATM1,ATM1,YMR301C
5775,type 2C protein phosphatase PTC3,PTC3,YBL056W
5777,Hut1p,HUT1,YPL244C
